"","date","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","EO1.Index","US1.Comdty","JY1.Curncy","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","DU1.Comdty","CO1.Comdty","SE1.Curncy","OE1.Comdty","NO1.Curncy","C.1.Comdty","CT1.Comdty","DX1.Curncy","FC1.Comdty","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"4788",2005-05-27,92.58,95.76171875,104.57,83.32,151.02,1.43656,86.4453125,57.6,81.859375,183.18,93.8366,581.03,262.84,86.90625,120.435,79.68,10.51,50.91,73.31,101.817,116.74,15.091,95.076,14.9,1037.4375,121.02,90.728,145.364,122.363,535.6875,56.36,138.067,79.883
"4790",2005-05-31,92.94,95.86328125,103.02,84.17,151.59,1.40416,86.671875,57.33,82.1875,182.61,93.896,576.22,261.12,87.75,119.785,81.97,10.715,50.27,73.75,101.898,116.81,14.819,95.259,14.639,1040.9375,116.72,92.188,146.961,121.94,545.75,55.81,138.635,79.893
"4791",2005-06-01,93.23,96.0859375,102.66,84.32,154.61,1.39537,87.1171875,58.19,82.65625,181.97,93.9208,574.57,266.2,88.46875,119.695,82.31,10.812,49.81,74.1,101.956,122.66,14.728,95.45,14.615,1052.6875,116.6,92.545,145.82,121.008,549.75,55.38,137.053,80.344
"4792",2005-06-02,93.38,96.04296875,102.89,84.94,157.83,1.40222,87.1171875,56.78,82.71875,182.55,93.9455,584.33,266.85,88.75,120.123,80.52,10.848,49.96,74.15,101.946,120.65,14.831,95.441,14.662,1017.5,117.01,92.125,144.907,118.214,536.3125,55.74,137.053,80.344
"4793",2005-06-03,93.22,95.93359375,102.56,84.83,162.1,1.39492,86.8046875,56.83,82.265625,182.2,93.9703,585.71,266.2,88.03125,120.512,82.16,10.798,49.88,74.02,101.917,124.73,14.732,95.383,14.609,1023.375,116,92.44,145.69,115.504,541.75,55.88,137.905,80.424
"4794",2005-06-06,93.4,95.90625,103.1,85.3,162.78,1.40096,86.8203125,57.35,82.390625,183.33,93.9455,589.29,264.23,88.28125,121.564,82.16,10.841,50.54,73.9,101.984,123.58,14.803,95.516,14.732,1035.125,113.67,91.978,147.711,115.843,543.75,56.55,138.153,80.464
"4795",2005-06-07,93.76,95.95703125,103.15,86.21,160.59,1.40153,86.953125,57.1,82.671875,184.42,93.9802,586.95,266.49,88.8125,121.876,81.78,10.704,51.04,74.12,102.07,122.33,14.815,95.682,14.746,1032.75,112.64,91.852,148.07,113.176,541.3125,56.86,137.905,80.454
"4797",2005-06-09,93.97,95.8203125,102.42,86.21,161.01,1.394,86.703125,57.28,82.390625,182.92,93.9505,586.12,267.28,88.34375,120.824,81.28,10.453,50.85,74.12,102.065,123.92,14.643,95.782,14.601,1010.5,111.08,92.45,145.037,113.768,540.125,56.7,135.756,79.683
"4798",2005-06-10,93.88,95.69921875,101.33,86.09,162.62,1.38271,86.421875,56.31,81.96875,182.13,93.9257,590.52,269.14,87.625,119.578,80.71,10.479,50.36,74.03,102.008,121.28,14.468,95.682,14.57,984.6875,112.69,93.154,145.103,113.895,534.5,56.26,135.756,80.123
"4799",2005-06-13,93.57,95.69921875,101.08,85.24,160.23,1.38146,86.3203125,56.98,81.78125,181.63,93.8911,593,270.1,87.21875,118.459,82.81,10.446,50.33,73.8,102.017,126.13,14.368,95.616,14.517,1008.125,114.06,93.385,141.483,114.7,545.9375,56.23,132.822,79.733
"4800",2005-06-14,93.44,95.703125,100.61,85.03,158.88,1.37293,86.2421875,57.58,81.5625,181.64,93.8267,590.52,270.42,86.75,118.639,84.34,10.467,50.62,73.63,101.984,123.72,14.284,95.491,14.446,1026.875,114.22,93.732,142.494,112.241,553.375,56.51,133.359,79.983
"4801",2005-06-15,92.65,95.69140625,101.15,83.67,161.22,1.38237,86.2421875,59.85,81.53125,183.23,93.7921,592.72,269.03,86.84375,118.754,85.48,10.539,50.83,73.25,101.822,124.51,14.398,95.036,14.508,1051.5,112.95,93.091,141.842,113.074,563.625,56.88,132.574,80.982
"4802",2005-06-16,92.75,95.75390625,101.01,83.86,163.35,1.38032,86.359375,59.68,81.78125,183.03,93.7723,602.35,271.07,87.28125,118.973,85.14,10.597,51.12,73.13,101.831,126.71,14.38,95.102,14.509,1058.5625,111.92,93.164,140.668,113.283,562.1875,57.23,131.293,81.012
"4803",2005-06-17,92.81,95.734375,102.16,84.2,166.94,1.40079,86.3046875,62.11,81.6875,183.95,93.802,605.24,272.14,87.28125,119.411,87.43,10.546,51.19,73.24,101.836,130.19,14.664,95.127,14.673,1073.8125,113.7,92.05,140.309,109.948,580.8125,57.54,132.078,81.522
"4804",2005-06-20,92.81,95.7109375,101.07,83.95,165.22,1.38578,86.21875,63.35,81.546875,183.31,93.8069,605.24,271.32,87.03125,118.613,88.73,10.499,51.09,73.12,101.946,131.45,14.493,95.201,14.568,1104.25,115.57,92.891,141.712,110.449,592.875,57.35,132.657,81.162
"4805",2005-06-21,93.37,95.75,101.48,84.97,165.74,1.38896,86.3828125,63,81.84375,183.99,93.7673,605.93,272.64,87.59375,119.886,88.42,10.484,51.27,73.49,102.08,129.6,14.525,95.566,14.63,1089,116.94,92.555,141.581,110.198,589.875,57.73,131.789,81.352
"4806",2005-06-22,93.86,95.921875,101.05,86.06,164.91,1.38328,86.78125,62.7,82.453125,183.24,93.8168,604.83,273.53,88.46875,119.243,88.08,10.436,51.27,74,102.156,127.53,14.34,95.798,14.534,1076.125,114.01,92.975,141.907,110.24,591.25,57.63,132.243,81.172
"4807",2005-06-23,93.73,95.90625,100.33,85.81,164.7,1.37145,86.703125,62.5,82.359375,182.46,93.9208,609.64,273.75,88.40625,119.063,87.2,10.457,50.46,73.99,102.108,130.64,14.118,95.724,14.295,1062.0625,119.14,93.585,142.038,111.115,582.25,57.12,132.202,81.202
"4808",2005-06-24,93.9,96,100.74,86.16,165.8,1.37918,86.90625,64.76,82.59375,183.33,93.9554,607.99,271.96,88.84375,118.832,88.27,10.467,50.46,74.18,102.118,131.54,14.187,95.798,14.341,1091.375,121.92,93.249,141.451,109.448,597.3125,56.76,132.037,81.272
"4809",2005-06-27,94.02,96,101.25,86.46,166.32,1.38669,86.953125,60.72,82.671875,183.9,93.995,607.58,269.82,89.09375,118.677,82.24,10.413,50.65,74.42,102.161,133.66,14.24,95.898,14.426,1038.625,123.02,92.818,142.983,110.99,557.1875,56.96,133.194,81.342
"4810",2005-06-28,93.72,95.890625,100.39,85.61,165.38,1.37691,86.703125,59.85,82.3125,182.71,93.9752,602.08,273,88.53125,118.008,79.07,10.203,50.11,74.13,102.099,128.88,14.141,95.732,14.341,1024.5625,119.88,93.396,142.951,108.406,534.9375,56.47,132.409,81.362
"4811",2005-06-29,93.6,95.84765625,100.19,85.14,166.27,1.37714,86.640625,60.77,82.1875,181.62,93.9356,603.32,274.28,88.28125,117.43,80.25,10.147,49.93,74.21,102.084,126.56,14.084,95.682,14.412,1015.1875,122.49,93.532,142.625,108.573,539.125,56.38,131.5,81.512
"4812",2005-06-30,93.95,95.84765625,100.19,86.02,160.73,1.38009,86.765625,58.79,82.328125,180.22,93.9307,601.25,274.75,88.71875,116.954,78.99,10.104,49.72,74.46,102.156,125.27,14.105,95.873,14.437,998.3125,124.95,93.543,142.722,109.24,522.8125,56.24,131.086,81.602
"4813",2005-07-01,93.81,95.69140625,99.07,85.74,156.84,1.36395,86.40625,59.83,81.8125,178.17,93.9851,589.84,277.54,87.875,116.105,80.21,9.847,48.81,74.27,102.06,129.69,13.892,95.74,14.315,1012.9375,124.79,94.615,143.864,110.532,538.75,55.57,131.128,80.692
"4815",2005-07-05,93.37,95.6171875,98.39,85.22,160.62,1.35837,86.171875,62.7,81.375,176.72,93.8812,583.1,278.39,87.28125,116.015,84.4,9.811,48.42,73.95,101.869,131.38,13.926,95.392,14.221,1078.0625,126.92,94.962,144.418,113.366,570.1875,54.93,132.491,80.582
"4816",2005-07-06,93.32,95.640625,98.51,85.09,162.86,1.35985,86.2734375,61.95,81.5625,176.72,93.901,583.92,278.89,87.59375,115.461,82.46,9.932,48.17,73.84,101.869,134.9,13.994,95.367,14.203,1076.9375,122.24,94.878,145.624,116.117,556.4375,54.81,133.277,80.922
"4817",2005-07-07,93.64,95.7421875,98.82,85.38,163.44,1.36178,86.40625,62.2,81.71875,175.56,93.8614,583.51,274.25,87.84375,115.629,81.66,9.975,48.17,74.3,101.974,133.61,13.979,95.591,14.265,1085.9375,124.21,94.825,146.179,113.95,553.5,54.72,132.409,81.532
"4818",2005-07-08,93.62,95.625,98.68,85.54,165.63,1.36326,86.171875,60.82,81.3125,174.72,93.9109,582.96,277.75,87.28125,115.474,80.4,10.039,48.19,74.22,101.898,131.18,13.952,95.5,14.314,1054.5,123.41,94.773,146.048,113.533,540.3125,54.92,131.169,82.102
"4819",2005-07-11,93.26,95.59765625,99.69,84.77,166.16,1.37679,86.15625,61.34,81.359375,177.01,93.8663,586.4,279.36,87.5,115.847,81.89,10.147,48.69,73.79,101.845,129.46,14.033,95.342,14.405,1056.75,121.92,93.911,143.635,112.783,549.875,55.34,129.061,82.402
"4820",2005-07-12,93.26,95.5625,100.93,84.94,163.82,1.39476,86.03125,61.83,81.171875,178.91,93.8267,587.5,278.36,87.125,116.812,83.41,10.118,49.16,73.71,101.822,132.57,14.308,95.309,14.595,1057.875,115.04,92.807,143.016,113.491,558.875,56.06,129.805,83.162
"4821",2005-07-13,93.13,95.5390625,99.46,84.56,164.93,1.37816,85.96875,62.79,81.09375,177.34,93.7871,584.06,280.11,86.96875,115.719,84.29,10.097,48.2,73.65,101.798,131.33,14.242,95.243,14.423,1099.375,113.78,93.743,142.885,114.075,569,55.51,130.797,82.982
"4822",2005-07-14,92.84,95.5390625,99.49,84.03,164.67,1.37827,85.921875,62.97,80.984375,176.72,93.8119,578.01,281.18,86.8125,115.307,85.09,9.99,48.35,73.52,101.769,126.64,14.165,95.118,14.37,1125.25,115.15,93.848,141.027,114.241,573.8125,55.68,130.508,82.792
"4823",2005-07-15,92.91,95.5234375,99.07,84.18,166.27,1.37316,85.921875,62.92,81.046875,176.4,93.8366,579.52,281.14,86.96875,115.333,86.39,9.982,48.22,73.55,101.779,128.09,14.15,95.143,14.278,1157.8125,113.64,94.216,138.451,113.722,574.5625,55.52,129.805,82.012
"4824",2005-07-18,93.04,95.48828125,99.07,84.54,166.74,1.37372,85.796875,63.07,80.90625,176.12,93.802,579.11,280.82,86.4375,115.732,85.43,10.004,48.6,73.78,101.798,126.71,14.063,95.218,14.153,1167.875,112.61,94.111,138.516,115.884,571.625,55.93,129.764,82.302
"4825",2005-07-19,92.96,95.53125,98.75,84.35,168.87,1.3727,85.875,60.4,81.078125,175.35,93.7822,578.01,283.55,86.6875,114.831,81.58,9.975,48.31,73.59,101.769,127.53,14.071,95.16,14.157,1116.25,111.14,94.342,140.146,116.836,543.9375,55.7,131.045,82.152
"4826",2005-07-20,92.84,95.51171875,99.76,84.12,169.41,1.38566,85.90625,61.07,81.1875,175.28,93.8069,580.62,282.4,87.03125,114.793,82.69,10.094,48.45,73.49,101.774,125.95,14.133,95.127,14.351,1084.8125,110.68,93.774,140.277,117.571,545.5,56.07,131.293,81.982
"4827",2005-07-21,92.84,95.40234375,99.78,84.06,167.12,1.38669,85.5625,60.03,80.609375,176.52,93.8168,585.57,282.73,86.03125,117.172,81.01,10.189,49.27,73.42,101.779,123.89,14.164,95.127,14.382,1051.125,112.17,93.396,140.701,118.003,533.5625,56.75,130.797,82.252
"4828",2005-07-22,93.22,95.4609375,98.91,84.92,170.68,1.37486,85.7109375,60.52,80.84375,175,93.7277,584.61,281.61,86.53125,116.298,81.01,10.161,49.21,73.76,101.855,128.02,14.051,95.342,14.261,1048.875,115.15,94.111,140.407,118.003,533.375,56.71,131.004,82.122
"4829",2005-07-25,93.32,95.41796875,98.96,85.2,172.23,1.37418,85.6484375,60.72,80.734375,175.96,93.8119,585.85,281.9,86.34375,116.092,80.86,10.197,49.1,73.82,101.845,128.64,14.086,95.375,14.362,1035.375,115.15,94.09,139.69,117.744,533.75,56.58,130.177,82.142
"4830",2005-07-26,93.22,95.41015625,98.71,84.96,170.95,1.37009,85.6328125,60.33,80.765625,175.3,93.8317,582.55,282.55,86.40625,115.088,81.32,10.022,48.94,73.67,101.807,129.02,13.996,95.301,14.327,1052.25,115.84,94.531,139.886,116.836,538.75,56.23,130.838,81.382
"4831",2005-07-27,93.28,95.3515625,99.04,85.2,173.18,1.37623,85.5390625,60.03,80.65625,175.96,93.8663,584.33,281.97,86.25,115.191,81.36,10.054,48.78,73.72,101.807,128.98,14.042,95.342,14.344,1062.3125,114.81,94.205,139.722,116.749,536.9375,56.03,131.169,80.952
"4832",2005-07-28,93.26,95.38671875,99.64,85.1,175.53,1.38248,85.6953125,60.5,81,176.99,93.8564,587.91,282.08,86.90625,115.307,82.23,10.282,48.94,73.68,101.774,130.65,14.188,95.301,14.429,1082.5625,114.95,93.806,140.309,116.36,545.3125,56.33,131.541,81.222
"4833",2005-07-29,93.16,95.29296875,99.46,85.05,175.05,1.38168,85.421875,59.88,80.53125,177.05,93.9109,591.33,282.22,86.15625,114.998,80.51,10.371,48.85,73.65,101.731,132,14.165,95.226,14.534,1062.3125,116.96,93.806,142.462,117.398,535.8125,56.14,134.227,81.782
"4834",2005-08-01,92.81,95.2578125,100.23,84.42,177.02,1.38942,85.3515625,59.54,80.3125,178.28,93.802,593.92,283.55,85.90625,115.256,80.63,10.432,49.15,73.38,101.664,134.38,14.275,94.994,14.651,1041,116.3,93.354,142.592,120.381,536,56.52,135.343,82.712
"4835",2005-08-02,92.56,95.2421875,100.33,84.05,176.96,1.3893,85.3203125,61.75,80.25,178.36,93.7673,593.92,284.85,85.65625,115.963,81.96,10.371,49.38,73.28,101.626,134.78,14.319,94.853,14.634,1044.375,116.87,93.185,142.918,120.9,549.625,56.8,135.095,82.312
"4836",2005-08-03,92.65,95.29296875,101.58,84.2,177.92,1.40556,85.4609375,60.06,80.40625,179.29,93.7277,600.62,284.49,86.03125,116.426,80.02,10.435,49.63,73.28,101.659,132.62,14.468,94.936,14.817,1019.6875,115.59,92.355,143.505,120.598,534.4375,57.28,136.045,82.332
"4837",2005-08-04,92.5,95.28125,101.79,84.14,176.11,1.41022,85.3984375,59.59,80.296875,179.41,93.7525,601.98,282.76,85.84375,116.092,80.7,10.357,49.64,73.39,101.64,133.67,14.58,94.845,14.835,1008.4375,116.07,92.197,142.722,120.036,534.625,57.32,133.277,82.442
"4838",2005-08-05,92.25,95.1484375,101.35,83.66,175.53,1.40636,85.109375,58.31,79.890625,179.11,93.7228,600.75,280.28,85.3125,115.32,79.82,10.222,49.61,73.07,101.568,135.78,14.54,94.662,14.732,990.5,114.23,92.46,143.994,121.246,523.75,56.95,133.194,82.302
"4839",2005-08-08,92.32,95.09375,101.63,83.81,175.26,1.40806,85,57.82,79.78125,180.09,93.6485,597.2,280.46,85.125,115.269,80.13,10.018,49.81,73.18,101.583,139.41,14.561,94.696,14.728,997.1875,113.36,92.323,142.82,120.338,525.6875,56.76,131.243,82.462
"4840",2005-08-09,92.27,95.13671875,101.64,84.13,171.11,1.40863,85.125,56.34,79.953125,180.01,93.6683,596.52,283.48,85.34375,115.359,78.56,10.047,49.69,73.14,101.549,137.8,14.547,94.613,14.743,982.625,112.74,92.302,142.298,120.511,511.4375,56.41,131.121,82.442
"4841",2005-08-10,92.48,95.13671875,101.84,84.44,173.98,1.40988,85.140625,56.04,79.953125,180.91,93.7079,599.66,287.91,85.34375,116.786,78.29,10.108,50,73.15,101.588,142.27,14.578,94.729,14.762,1001.6875,111.28,92.061,142.233,119.906,511.0625,56.8,131.365,82.662
"4842",2005-08-11,92.65,95.21484375,102.51,84.53,175.31,1.41625,85.359375,55.82,80.265625,182.36,93.6485,611.82,286.68,85.84375,117.494,78.29,10.258,50.62,73.3,101.645,145.36,14.697,94.886,14.845,1010.6875,109.83,91.44,143.179,119.646,509.0625,57.43,131.893,83.281
"4843",2005-08-12,92.94,95.30078125,102.61,85.03,178.4,1.41659,85.625,55.94,80.65625,182.91,93.7178,612.37,284.49,86.625,117.996,77.3,10.125,50.91,73.47,101.721,147.74,14.705,95.094,14.83,978.125,108.11,91.283,142.527,120.418,506.9375,57.31,130.186,83.691
"4845",2005-08-16,93.32,95.32421875,101.99,85.59,182.5,1.40704,85.6875,54.86,80.78125,182.42,93.8168,612.5,283.84,86.78125,117.815,73.67,10.058,50.51,73.69,101.817,144.92,14.553,95.334,14.635,941.0625,106.09,91.829,143.375,124.996,488.125,57.07,129.902,83.431
"4846",2005-08-17,93.33,95.2734375,101.25,85.6,176.38,1.39612,85.5390625,55.62,80.5,182.05,93.8762,603.9,283.12,86.34375,117.391,73.25,9.987,50.31,73.74,101.817,139.31,14.443,95.334,14.566,956.8125,107.81,92.439,143.798,125.562,486.75,56.42,130.715,82.522
"4847",2005-08-18,93.61,95.3515625,100.69,85.99,176.59,1.38635,85.75,55.4,80.953125,180.85,93.8564,603.21,281.5,86.84375,116.696,72.98,9.994,49.97,73.94,101.86,138.95,14.356,95.491,14.417,948.9375,106.11,93.08,143.961,126.179,482.5625,55.83,131.284,82.052
"4848",2005-08-19,93.6,95.3359375,100.42,85.98,176.59,1.38544,85.734375,54.84,80.953125,181.16,93.9109,599.93,283.45,86.84375,116.851,71.41,10.008,49.9,73.85,101.831,143.31,14.262,95.45,14.33,944.4375,107.51,93.028,144.255,127.877,472.6875,55.72,133.478,82.502
"4849",2005-08-22,93.76,95.34375,100.67,86.19,179.36,1.39169,85.734375,55.21,80.96875,181.55,93.896,601.03,283.81,86.84375,117.597,72.6,10.082,50.11,73.87,101.86,143.63,14.371,95.533,14.426,954.5625,108.5,92.576,144.353,128.442,480.625,56.04,132.991,83.132
"4850",2005-08-23,93.76,95.40234375,100.69,86.34,180.1,1.39237,85.8359375,55.53,81.0625,181.56,93.8812,602.8,281.68,87.0625,117.468,72.64,9.951,50.15,73.98,101.812,143.96,14.372,95.491,14.425,945.5625,109.35,92.523,144.972,126.899,483.375,56.09,132.706,83.551
"4851",2005-08-24,93.78,95.39453125,101.05,86.43,177.44,1.39647,85.8359375,55.38,81.078125,181.51,93.9158,599.93,280.46,87.09375,117.108,71.99,9.885,50.21,74.04,101.798,146.99,14.453,95.475,14.542,937.6875,107.81,92.323,145.168,127.156,476.8125,56.17,133.316,83.991
"4852",2005-08-25,94.02,95.38671875,101.86,86.69,175.53,1.40101,85.859375,54.3,81.15625,181.93,93.896,601.16,278.34,87.40625,117.275,70.23,9.757,50.26,74.17,101.86,147.57,14.492,95.632,14.612,926.4375,106.71,92.05,145.831,130.294,464.5625,56.44,133.519,84.021
"4853",2005-08-26,93.89,95.28515625,101.56,86.65,180.21,1.39806,85.6875,54.34,80.953125,181.6,93.9455,599.8,277.47,87.1875,116.992,70.23,9.628,50.04,74.15,101.783,144.45,14.464,95.516,14.557,915.25,107.58,92.334,147.821,132.146,467.75,56.1,135.023,83.471
"4855",2005-08-30,93.9,95.50390625,100.71,86.7,181.97,1.39067,86.1328125,56.26,81.59375,180.1,93.9406,590.92,278.09,87.9375,115.847,70.57,9.555,49.54,74.15,101.76,150.46,14.358,95.483,14.526,914.125,111.83,92.849,148.02,131.323,474.6875,55.55,134.169,83.891
"4856",2005-08-31,94.3,95.70703125,101.9,87.25,178.93,1.40363,86.5078125,55.04,81.953125,181.78,93.9901,594.47,280.5,88.4375,116.465,69.89,9.682,50.04,74.27,101.855,149.24,14.532,95.74,14.757,905.75,110.45,92.029,148.252,131.066,465.125,55.97,133.722,84.281
"4858",2005-09-02,94.59,95.85546875,104.04,87.61,184.89,1.42694,86.6171875,55.43,82.046875,185.88,94.0396,608.54,280.28,88.21875,117.378,70.12,9.993,50.83,74.36,101.965,147.1,14.844,95.964,15.17,908.875,111.18,90.673,146.958,126.848,465.3125,56.82,132.015,84.151
"4860",2005-09-06,94.5,95.75,103.33,87.43,183.51,1.41989,86.4453125,56.19,81.796875,185.95,93.995,608.68,283.91,87.75,117.571,71.56,10.026,51.05,74.08,101.931,144,14.714,95.898,15.001,925.625,115.73,90.978,148.318,128.648,477.1875,57.11,134.738,84.091
"4861",2005-09-07,94.35,95.65625,102.79,87.17,181.97,1.41284,86.2734375,55.46,81.546875,185.25,93.9109,609.36,283.81,87.125,116.851,70.69,10.054,50.75,73.95,101.893,140.04,14.646,95.823,14.973,909.9375,117.56,91.377,148.55,127.311,471,56.99,134.82,84.091
"4863",2005-09-09,94.71,95.6328125,102.61,87.17,177.21,1.41091,86.2421875,54.36,81.59375,185.48,93.8812,614.83,284.2,87.3125,117.224,69.09,9.979,50.91,74.25,101.879,139.93,14.622,95.94,14.977,903.625,114.81,91.346,151.965,133.226,458.375,57.52,137.909,84.931
"4864",2005-09-12,94.18,95.58984375,101.43,85.93,181.63,1.39624,86.1171875,54.14,81.328125,183.58,93.8762,615.78,284.96,86.90625,116.774,68.21,9.972,50.73,73.84,101.779,137.61,14.502,95.673,14.775,884.8125,113.78,92.197,152.993,133.843,454.4375,57.25,139.209,84.301
"4865",2005-09-13,94.37,95.66015625,101.17,86.31,179.59,1.39522,86.2734375,53.89,81.546875,183.85,93.8465,610.73,283.05,87.15625,116.31,67.99,9.894,50.66,74.06,101.793,137.19,14.427,95.765,14.754,878.5625,110.95,92.26,152.396,133.895,455.25,57.14,138.681,84.741
"4866",2005-09-14,94.4,95.6328125,101.43,86.4,177.99,1.39624,86.171875,54.21,81.375,183.88,93.901,615.78,283.48,86.875,116.606,67.3,9.951,51.01,74.14,101.764,141.11,14.433,95.731,14.815,869.125,111.48,92.187,152.396,131.323,450.75,57.32,139.006,84.681
"4867",2005-09-15,94.17,95.6171875,100.71,85.92,177.27,1.38942,86.0703125,54.11,81.140625,182.16,93.8713,623.43,284.31,86.375,116.22,65.86,9.997,50.81,74.08,101.731,140.08,14.354,95.598,14.758,863.875,110.2,92.639,153.026,132.557,441.8125,56.96,140.429,84.311
"4868",2005-09-16,94.08,95.5234375,100.61,85.7,176,1.39203,85.8828125,53.7,80.890625,182.41,93.8416,628.9,286.57,85.96875,115.487,65.97,10.294,50.75,73.74,101.693,136.01,14.365,95.523,14.771,862.875,110.08,92.555,152.363,132.712,443.8125,57.08,139.941,84.771
"4869",2005-09-19,94.41,95.59765625,99.93,86.5,182.79,1.38139,85.984375,55.56,81,181.94,93.7921,638.46,287.33,86.0625,115.36,65.97,10.449,50.43,73.89,101.745,144.37,14.293,95.698,14.696,862.875,115.08,92.987,152.662,133.689,447.5,56.99,139.941,85.541
"4870",2005-09-20,94.5,95.48046875,99.7,86.68,184.06,1.3798,85.875,54.9,80.96875,181.54,93.802,637.78,289.09,86.21875,114.939,65.52,10.417,50.5,73.86,101.769,141.26,14.25,95.731,14.668,864.9375,112.4,93.156,151.833,135.335,444.375,57.11,139.535,85.481
"4871",2005-09-21,94.91,95.53125,100.33,87.5,188.54,1.38784,85.9921875,56.04,81.25,182.51,93.8267,641.33,285.46,86.71875,115.474,65.63,10.473,50.32,74.19,101.845,142.43,14.342,95.957,14.743,863.875,114.69,92.639,151.833,133.483,448.8125,57.23,139.25,85.431
"4872",2005-09-22,94.89,95.5625,99.72,87.51,188.93,1.38128,86.0546875,57.02,81.34375,180.7,93.901,638.05,283.09,86.8125,115.092,65.44,10.473,49.97,74.1,101.841,142.14,14.241,95.948,14.666,871.25,114.69,93.134,153.126,135.078,451,56.71,140.226,85.421
"4873",2005-09-23,94.59,95.421875,98.77,87.04,187.66,1.37029,85.75,55.95,80.921875,179.37,93.8713,633.82,283.48,86.28125,114.404,65.13,10.36,49.61,73.91,101.712,137.39,14.091,95.681,14.534,867.0625,112.74,93.788,153.59,136.518,445.9375,56.31,141.079,85.391
"4874",2005-09-26,94.11,95.37109375,98.91,86.06,191.85,1.37188,85.625,55.43,80.703125,179.39,93.7673,636.96,287.18,85.90625,114.532,64.53,10.403,49.48,73.5,101.635,140.67,14.1,95.447,14.518,855.5625,113.21,93.704,153.59,136.107,440.875,56.24,141.811,85.351
"4875",2005-09-27,94.11,95.31640625,98.43,86.24,190.91,1.36576,85.5703125,54.02,80.625,178.27,93.7079,632.45,286.14,85.84375,113.475,64.03,10.351,49.14,73.48,101.606,138.56,14.027,95.397,14.441,850.3125,119.46,94.22,153.855,134.409,433.125,56.23,142.136,84.912
"4876",2005-09-28,94.16,95.30078125,98.59,86.57,193.12,1.36712,85.625,54.82,80.765625,178.22,93.6634,641.88,289.09,86.28125,113.576,64.45,10.457,49.45,73.61,101.578,140.67,14.056,95.381,14.457,850.3125,119.06,94.104,154.021,135.695,437.1875,56.43,141.648,85.082
"4877",2005-09-29,93.9,95.25,98.6,86.16,192.19,1.36826,85.5,55.14,80.625,177.79,93.7079,645.29,287.9,86,113.704,63.54,10.671,49.85,73.62,101.487,140.47,14.165,95.172,14.424,851.375,120.16,94.041,154.997,137.444,435.4375,56.58,143.762,85.311
"4878",2005-09-30,93.92,95.1484375,98.42,86.22,190.86,1.36531,85.296875,57.77,80.375,177.86,93.6782,640.55,289.88,85.71875,113.08,63.61,10.61,49.81,73.5,101.468,139.68,14.135,95.189,14.357,859.75,117.29,94.178,155.333,138.267,445.3125,56.75,144.9,85.999
