"","date","NQ1.Index","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","VG1.Index","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","GX1.Index","EO1.Index","US1.Comdty","JY1.Curncy","Z.1.Index","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","LMNIDS03.Comdty","DU1.Comdty","CO1.Comdty","LMPBDS03.Comdty","SE1.Curncy","KW1.Comdty","QS1.Comdty","OE1.Comdty","LMZSDS03.Comdty","SM1.Index","LMAHDS03.Comdty","NO1.Curncy","C.1.Comdty","W.1.Comdty","SP1.Index","CF1.Index","CT1.Comdty","DX1.Curncy","XP1.Index","FC1.Comdty","IB1.Index","ST1.Index","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"4755",2005-04-12,1671.28,90.72,95.49609375,107.74,80.06,154.58,1.47719,85.5625,56.17,1965.59,80.109375,189.54,93.4703,594.18,5139.8,261.22,84.1875,121.149,3693.1,71.18,10.349,51.15,71.71,15525,101.355,123.9,956,15.598,1776.5625,898.82,93.855,1360,4109.84,1948,14.928,1009.75,2464.25,1139.55,2732.9,122.58,88.618,3701.3,137.524,5368.5,20966,127.309,501.1875,57.03,137.418,81.055
"4756",2005-04-13,1644.99,90.92,95.57421875,107.52,80.34,150.81,1.4757,85.625,56.14,1971.44,80.125,189.81,93.5445,596.53,5174.37,261.25,84.0625,121.512,3697.2,71.94,10.45,51.38,71.81,15200,101.378,120.32,933,15.578,1769.625,879.11,93.971,1305,4125.11,1885,14.853,1004.875,2460.25,1126.24,2745.6,118.47,88.618,3692.4,137.24,5403.1,20967,127.537,505.875,57.29,136.769,80.975
"4757",2005-04-14,1612.53,90.83,95.68359375,106.42,80.12,147.6,1.46577,85.7734375,55.82,1966.24,80.234375,188.58,93.599,589.06,5162.65,260.65,84,120.655,3691.6,71.56,10.211,51.21,71.88,15420,101.398,122.45,919,15.415,1773.75,892.25,93.963,1256,4139.68,1860,14.721,1013.4375,2448.375,1111.39,2740.9,120.6,89.238,3648.8,137.681,5391.3,20910,127.074,500.8125,56.81,137.702,80.734
"4758",2005-04-15,1582.88,91.14,95.79296875,107.37,80.41,149.31,1.47513,86.0625,56.37,1921.36,80.65625,189.64,93.6336,590.31,5038.41,257.33,84.78125,121.058,3654,71.22,10.156,50.81,72.1,15780,101.483,120.86,923,15.536,1736.625,880.52,94.162,1280,4126.49,1863,14.819,1007.3125,2418.6875,1095.11,2687.9,120.41,88.723,3583.8,138.185,5267.7,20321,127.917,500.1875,56.6,137.013,80.394
"4759",2005-04-18,1582.88,91.23,95.8046875,108.6,80.73,149.31,1.48768,86.109375,55.45,1890.14,80.765625,190.85,93.693,593.77,4944.05,251.33,85,121.291,3601.8,71.06,10.189,50.83,72.27,15350,101.507,118.92,920.5,15.626,1740.75,867.86,94.229,1270.5,4057.81,1863,14.987,997.5625,2390.9375,1098.18,2632.5,122.08,88.167,3547.3,140.326,5194.5,20034,125.725,494.75,56.44,137.215,80.314
"4760",2005-04-19,1595.75,91.43,95.87109375,109.01,81.17,152.05,1.48962,86.296875,56.84,1897.3,81,192.23,93.6732,601.24,4942.29,251.83,85.375,121.979,3624.9,74.07,10.486,51.24,72.21,15950,101.55,123.98,932,15.662,1766.875,890.84,94.353,1304,4102.91,1870,15.01,1023.1875,2440.4375,1106.7,2640.6,125.31,87.894,3595.4,139.634,5201.5,20035,126.736,512.1875,56.6,138.595,80.724
"4761",2005-04-20,1582.88,91.39,95.84765625,109.53,81,155.97,1.49487,86.296875,56.42,1874.53,80.96875,192.39,93.7029,604.42,4876.07,249.91,85.3125,122.044,3595.5,74.03,10.612,51.66,72.21,16045,101.555,125.94,951,15.724,1797.1875,903.98,94.329,1326,4072.38,1889,15.14,1029.3125,2462.25,1091.48,2630.2,128.46,87.652,3593.6,139.759,5190.2,19990,127.411,511.9375,57.13,138.798,80.875
"4762",2005-04-21,1621.49,91.1,95.66015625,109.03,80.85,153.29,1.49133,85.921875,57.14,1907.05,80.515625,191.33,93.6831,601.24,4960.46,249.41,84.6875,121.992,3589.2,74.83,10.438,51.66,72.24,15925,101.502,126.48,943,15.697,1808.1875,908.2,94.196,1300,4062.67,1856,15.135,1031.75,2464.25,1112.26,2631.8,128.83,87.894,3577.6,139.035,5193.7,20074,126.947,517.625,57.13,138.676,80.935
"4763",2005-04-22,1601.9,91.28,95.703125,109.14,81,153.75,1.49259,86.046875,56.79,1907.7,80.71875,192.07,93.6287,602.9,4954.6,251.73,85.09375,123.07,3619.4,74.52,10.522,52.06,72.19,16000,101.545,128.73,945,15.728,1806.8125,926.49,94.295,1307.5,4093.19,1865,15.15,1021.9375,2450.375,1108.14,2655.7,129.87,87.621,3602.5,139.161,5236.2,20173,126.863,513.8125,57.63,139.122,81.155
"4764",2005-04-25,1613.09,91.45,95.65625,108.52,81.32,153.91,1.48392,86,56.74,1916.81,80.703125,191.53,93.6386,603.18,4987.42,252.66,85.25,123.381,3626.4,76,10.5,51.77,72.28,15950,101.55,127.4,935,15.675,1864.6875,923.21,94.353,1299,4080.01,1830,15.09,1041.5,2541.5,1114.65,2662.4,136.81,87.978,3586.5,140.137,5244,20202,126.905,515.625,57.46,141.394,80.945
"4765",2005-04-26,1599.11,91.42,95.625,108.54,81.41,151.53,1.48221,85.9609375,56.37,1913.56,80.65625,191.12,93.6831,607.61,4968.66,252.05,85.15625,123.018,3611.5,75.85,10.493,51.41,72.3,15750,101.541,126.79,935,15.662,1883.9375,894.13,94.329,1287,4091.81,1821,15.089,1040.25,2557.3125,1104.79,2662.1,137.91,88.135,3581.1,140.547,5226.6,20165,129.73,516.8125,57.25,141.394,80.534
"4766",2005-04-27,1596.87,91.63,95.67578125,108.2,82.08,150.65,1.47821,86.0703125,56.04,1899.9,80.828125,191.19,93.6485,600.82,4944.05,248.01,85.34375,123.304,3572.8,74.48,10.32,51.2,72.43,15675,101.598,122.45,936,15.613,1872.9375,890.37,94.47,1279,4037,1802,15.049,1017.0625,2531.5625,1108.14,2619.7,135.37,88.303,3581.1,140.578,5172.5,19898,129.983,509.125,57.17,138.96,80.224
"4767",2005-04-28,1580.64,91.82,95.77734375,108.01,82.18,150.29,1.47296,86.34375,55.35,1885.59,81.171875,191.37,93.6831,598.47,4912.4,246.3,85.875,122.901,3572.8,73.99,9.99,51.7,72.51,15750,101.66,122.9,936,15.543,1866.0625,875.83,94.611,1274.5,4046.02,1807.75,14.989,998.75,2513.75,1094.64,2609.3,136.83,88.576,3582,141.099,5172,19858,130.362,501.625,57.37,138.919,80.033
"4768",2005-04-29,1595.19,91.71,95.66015625,107.79,82.29,152.37,1.46954,86.1484375,56.11,1891.44,80.984375,191.29,93.698,603.59,4932.33,247.91,85.71875,124.225,3571.7,73.88,9.978,51.99,72.55,15850,101.66,119.64,950,15.448,1870.25,879.11,94.578,1299,4051.57,1822,14.96,1001.125,2504.125,1109.38,2610,136.9,88.639,3548.2,141.457,5177.5,19889,131.796,502.4375,57.54,138.96,79.612
"4770",2005-05-03,1609.18,91.91,95.640625,107.46,82.45,150.24,1.46954,86.09375,56.02,1912.91,80.953125,189.57,93.7128,591.97,4989.76,248.84,85.71875,123.966,3616.7,73.23,9.896,51.59,72.66,15600,101.712,118.31,938,15.436,1802.625,865.98,94.719,1278,4107.07,1794,14.962,961.25,2440.75,1116.66,2641.9,129.75,88.681,3549.1,143.247,5295.2,20086,132.597,501.8125,57,138.595,79.853
"4771",2005-05-04,1624.84,91.74,95.734375,108.07,81.82,148.73,1.47833,86.2734375,56.41,1931.12,81.109375,190.77,93.7574,595.15,5024.93,250.41,85.59375,124.667,3637.2,72.81,10.083,52.16,72.47,15650,101.684,119.36,923,15.565,1797,872.55,94.636,1248,4154.24,1766,15.086,965.9375,2436.9375,1125.47,2667.1,129.32,88.146,3510.8,142.661,5310.6,20112,133.946,501,57.57,137.824,80.424
"4773",2005-05-06,1631.56,91.48,95.58203125,106.73,81.54,149.98,1.46383,85.9609375,57.72,1945.43,80.6875,189.7,93.7673,590.86,5054.23,254.19,85.09375,124.108,3661.8,74.3,10.014,52.13,72.19,15925,101.626,118.89,937,15.419,1804.0625,859.41,94.437,1257,4179.22,1770,14.908,976.5,2435,1121.54,2697,128.36,88.849,3532.2,143.474,5341,20193,132.133,513.4375,57.11,138.027,80.764
"4774",2005-05-09,1637.71,91.7,95.53125,106.8,82.08,150.55,1.46555,85.8515625,58.34,1947.38,80.625,188.96,93.6435,590.86,5057.16,253.83,85.125,123.381,3651,73.65,10.18,51.92,72.37,16250,101.66,120.11,943,15.426,1771.625,841.12,94.553,1265,4162.57,1784,14.955,974.125,2408.125,1128.34,2689.2,132.01,88.828,3570.5,144.581,5318.4,20153,130.826,511.625,56.95,138.595,80.925
"4775",2005-05-10,1627.08,92.03,95.6328125,107.24,82.79,151.64,1.47,86.09375,57.6,1924.61,80.953125,188.93,93.6386,592.24,4997.38,252.55,85.5625,123.498,3640.9,73.88,10.23,52.09,72.67,16755,101.727,120.44,950,15.428,1819.5625,867.86,94.752,1272,4102.21,1785.5,15.033,976.5,2469.5625,1116.76,2673.8,134.21,88.671,3557.1,144.939,5276.4,19973,129.435,508.625,57.22,139.731,81.015
"4776",2005-05-11,1634.92,92.34,95.65625,106.78,83.33,150.13,1.46167,86.15625,57.1,1919.41,81.046875,187.75,93.7029,592.24,4999.14,251.55,85.78125,123.122,3633.5,74.3,10.201,51.95,73.05,16700,101.755,117.26,942,15.298,1784.3125,842.99,94.91,1260,4102.21,1755,14.963,968.3125,2410.0625,1122.79,2661,136.3,89.196,3559.8,145.232,5281.1,20014,129.519,507.8125,57.1,140.299,80.314
"4777",2005-05-12,1631,92.24,95.69921875,106.03,83.26,143.21,1.45117,86.2578125,56.39,1929.82,81.15625,187.3,93.7079,584.35,5006.17,253.58,85.96875,121.992,3646.2,73.3,10.014,51.13,73.2,16800,101.708,113.2,934,15.203,1768.8125,814.61,94.769,1230,4129.96,1747,14.838,957.75,2371.625,1110.05,2686.6,132.17,89.794,3585.6,145.134,5319.8,20156,129.561,500.1875,56.47,140.867,80.123
"4778",2005-05-13,1649.46,92.37,95.8046875,105.2,83.59,140.77,1.44181,86.4296875,55.02,1929.17,81.390625,185.75,93.7376,582.28,5009.69,253.9,86.34375,121.291,3643.2,72.31,9.978,50.7,73.43,16500,101.698,113.95,925,15.116,1744.8125,801.12,94.819,1224,4124.41,1720,14.729,954.25,2325.5625,1107.66,2690.6,128.98,90.403,3568.7,145.036,5348.5,20184,128.418,491.5625,56.09,141.638,79.242
"4779",2005-05-16,1657.86,92.38,95.8125,105.43,83.58,140.09,1.44284,86.4296875,54.88,1938.92,81.40625,184.51,93.7624,580.34,5020.82,253.44,86.3125,121.655,3638,73.95,10.004,50.28,73.43,16150,101.708,113.03,927,15.104,1757.5,791.35,94.835,1224,4124.41,1715,14.744,970.625,2352.4375,1117.62,2686.9,124.81,90.424,3524.2,145.134,5344.1,20163,128.206,500.1875,55.75,141.11,78.921
"4780",2005-05-17,1671.84,92.41,95.8125,105.26,83.59,140.35,1.44079,86.453125,54.53,1932.42,81.46875,184.37,93.7574,581.03,4996.21,253.76,86.40625,121.33,3650.6,73.84,10.129,50.45,73.52,16000,101.722,113.61,939,15.108,1787.125,800.66,94.86,1240,4124.41,1734,14.723,973,2381.25,1125.37,2688.2,124.93,90.508,3520.6,145.687,5336,19978,128.545,498,55.76,141.313,79.152
"4781",2005-05-18,1692.55,92.56,95.87109375,105.72,84.06,143.21,1.44729,86.59375,55.12,1970.14,81.734375,184.76,93.7624,583.94,5095.84,257.58,86.8125,121.837,3693.1,75.06,10.359,50.9,73.55,16200,101.722,110.87,944,15.207,1804.0625,802.98,94.893,1246,4164.65,1744,14.752,988.1875,2419.625,1136.48,2733.9,124.3,90.099,3550,145.264,5423.4,20296,125.242,508.0625,56.15,139.69,79.482
"4782",2005-05-19,1705.41,92.4,95.75,105.39,83.93,141.86,1.44318,86.359375,54.58,1972.09,81.5,184.26,93.7673,582.42,5115.18,259.37,86.5625,120.915,3703.1,74.68,10.266,50.63,73.43,15950,101.684,110.25,949.5,15.147,1792.75,816.01,94.794,1227,4178.53,1734,14.723,982.375,2377.375,1140.79,2744.3,120.34,90.403,3606.9,145.459,5440.8,20356,124.438,504.8125,55.95,139.285,79.582
"4783",2005-05-20,1712.69,92.25,95.68359375,104.33,83.69,143.11,1.4336,86.2734375,55.25,1985.75,81.4375,183.37,93.7327,578.13,5152.69,259.98,86.5625,120.279,3708,74.94,10,50.41,73.28,15900,101.631,110.59,953,15.084,1811.0625,821.13,94.711,1233,4179.22,1722,14.58,999.9375,2404.25,1139.74,2752.8,120.1,91.001,3603.4,145.102,5421.7,20366,122.406,507.0625,55.75,138.96,79.152
"4784",2005-05-23,1722.2,92.54,95.75390625,104.58,84.23,144.51,1.43599,86.453125,56.16,1996.16,81.796875,183.7,93.698,577.02,5185.51,261.26,87.09375,120.824,3719.1,75.44,10.022,50.52,73.48,16000,101.669,111.37,978,15.119,1919.625,817.41,94.835,1243,4193.1,1734.5,14.661,1052.6875,2563.6875,1145.58,2766.4,120.63,90.686,3631.9,144.776,5440.2,20577,121.263,513.4375,56.03,137.297,79.673
"4785",2005-05-24,1723.88,92.73,95.8125,104.75,84.46,146.23,1.43702,86.609375,56.63,1989.66,82.140625,183.58,93.7822,578.13,5165,260.58,87.28125,121.019,3714.7,75.86,10.069,50.91,73.65,16190,101.741,112.41,965,15.128,1901.3125,817.87,95.001,1253,4217.38,1742,14.701,1037.4375,2550.25,1143.09,2764.7,120.18,90.707,3653.2,144.906,5421.4,20561,121.855,517.875,56.35,137.053,79.472
"4787",2005-05-26,1733.39,92.62,95.77734375,104.14,83.8,150.86,1.42835,86.4296875,58.89,2003.32,81.8125,182.91,93.8267,578.54,5213.64,263.02,86.90625,120.396,3723.6,80.29,10.298,50.74,73.5,16400,101.798,115.5,971,14.987,1913.9375,853.23,95.034,1279,4261.08,1754,14.797,1055.0625,2594.375,1147.3,2787.8,120.9,91.211,3639.9,144.483,5448.6,20722,120.416,542.3125,56.06,137.297,79.022
"4788",2005-05-27,1736.75,92.58,95.76171875,104.57,83.32,151.02,1.43656,86.4453125,57.6,2003.97,81.859375,183.18,93.8366,581.03,5225.95,262.84,86.90625,120.435,3712.4,79.68,10.51,50.91,73.31,16250,101.817,116.74,968,15.091,1906.9375,849.97,95.076,1276,4275.65,1745.5,14.9,1037.4375,2573.25,1149.31,2784.1,121.02,90.728,3658.6,145.364,5420.9,20665,122.363,535.6875,56.36,138.067,79.883
"4790",2005-05-31,1728.91,92.94,95.86328125,103.02,84.17,151.59,1.40416,86.671875,57.33,2009.82,82.1875,182.61,93.896,576.22,5255.84,261.12,87.75,119.785,3696.8,81.97,10.715,50.27,73.75,16250,101.898,116.81,962,14.819,1901.3125,845.78,95.259,1285,4254.15,1740,14.639,1040.9375,2548.3125,1141.75,2792.2,116.72,92.188,3663,146.961,5456.1,20697,121.94,545.75,55.81,138.635,79.893
"4791",2005-06-01,1742.9,93.23,96.0859375,102.66,84.32,154.61,1.39537,87.1171875,58.19,2037.14,82.65625,181.97,93.9208,574.57,5317.37,266.2,88.46875,119.695,3733.3,82.31,10.812,49.81,74.1,16025,101.956,122.66,972,14.728,1884.375,884.4,95.45,1291,4309.65,1752,14.615,1052.6875,2546.375,1150.27,2833,116.6,92.545,3697.7,145.82,5526,20919,121.008,549.75,55.38,137.053,80.344
"4792",2005-06-02,1758.57,93.38,96.04296875,102.89,84.94,157.83,1.40222,87.1171875,56.78,2039.09,82.71875,182.55,93.9455,584.33,5326.16,266.85,88.75,120.123,3733.7,80.52,10.848,49.96,74.15,16375,101.946,120.65,980,14.831,1846.3125,910.45,95.441,1321,4320.05,1774,14.662,1017.5,2484.9375,1154.2,2836,117.01,92.125,3739.5,144.907,5517.1,20940,118.214,536.3125,55.74,137.053,80.344
"4793",2005-06-03,1735.07,93.22,95.93359375,102.56,84.83,162.1,1.39492,86.8046875,56.83,2021.53,82.265625,182.2,93.9703,585.71,5282.8,266.2,88.03125,120.512,3727,82.16,10.798,49.88,74.02,16705,101.917,124.73,973,14.732,1843.5,915.1,95.383,1325.5,4309.65,1790,14.609,1023.375,2483,1147.69,2826.2,116,92.44,3744.9,145.69,5489.9,20817,115.504,541.75,55.88,137.905,80.424
"4794",2005-06-06,1729.47,93.4,95.90625,103.1,85.3,162.78,1.40096,86.8203125,57.35,2021.53,82.390625,183.33,93.9455,589.29,5293.35,264.23,88.28125,121.564,3712.4,82.16,10.841,50.54,73.9,16600,101.984,123.58,967,14.803,1837.875,943.95,95.516,1308,4292.3,1772,14.732,1035.125,2477.25,1147.3,2814,113.67,91.978,3744,147.711,5465.1,20764,115.843,543.75,56.55,138.153,80.464
"4795",2005-06-07,1716.6,93.76,95.95703125,103.15,86.21,160.59,1.40153,86.953125,57.1,2037.79,82.671875,184.42,93.9802,586.95,5346.09,266.49,88.8125,121.876,3743.7,81.78,10.704,51.04,74.12,16150,102.07,122.33,960,14.815,1808.25,943.02,95.682,1302,4326.3,1753,14.746,1032.75,2452.3125,1148.17,2840.5,112.64,91.852,3741.3,148.07,5509.9,20946,113.176,541.3125,56.86,137.905,80.454
"4797",2005-06-09,1720.52,93.97,95.8203125,102.42,86.21,161.01,1.394,86.703125,57.28,2037.14,82.390625,182.92,93.9505,586.12,5364.26,267.28,88.34375,120.824,3731.8,81.28,10.453,50.85,74.12,16075,102.065,123.92,964.5,14.643,1784.3125,950,95.782,1294,4332.54,1735,14.601,1010.5,2413.875,1150.08,2825.5,111.08,92.45,3754.7,145.037,5488.2,21031,113.768,540.125,56.7,135.756,79.683
"4798",2005-06-10,1705.41,93.88,95.69921875,101.33,86.09,162.62,1.38271,86.421875,56.31,2044.29,81.96875,182.13,93.9257,590.52,5377.15,269.14,87.625,119.578,3750.8,80.71,10.479,50.36,74.03,15925,102.008,121.28,963,14.468,1787.125,956.5,95.682,1292,4327.68,1715,14.57,984.6875,2408.125,1148.07,2843.5,112.69,93.154,3760,145.103,5525.5,21090,113.895,534.5,56.26,135.756,80.123
"4799",2005-06-13,1713.25,93.57,95.69921875,101.08,85.24,160.23,1.38146,86.3203125,56.98,2050.8,81.78125,181.63,93.8911,593,5378.91,270.1,87.21875,118.459,3763.1,82.81,10.446,50.33,73.8,16255,102.017,126.13,963,14.368,1801.1875,965.8,95.616,1278,4348.5,1702,14.517,1008.125,2410.0625,1151.42,2857.8,114.06,93.385,3765.4,141.483,5537,21225,114.7,545.9375,56.23,132.822,79.733
"4800",2005-06-14,1708.21,93.44,95.703125,100.61,85.03,158.88,1.37293,86.2421875,57.58,2063.8,81.5625,181.64,93.8267,590.52,5397.08,270.42,86.75,118.639,3763.1,84.34,10.467,50.62,73.63,16000,101.984,123.72,962,14.284,1811.0625,983.92,95.491,1260,4350.58,1710,14.446,1026.875,2427.3125,1153.91,2853.7,114.22,93.732,3764.5,142.494,5552.9,21277,112.241,553.375,56.51,133.359,79.983
"4801",2005-06-15,1709.89,92.65,95.69140625,101.15,83.67,161.22,1.38237,86.2421875,59.85,2050.8,81.53125,183.23,93.7921,592.72,5341.4,269.03,86.84375,118.754,3737.4,85.48,10.539,50.83,73.25,16150,101.822,124.51,967.5,14.398,1840.6875,976.02,95.036,1292,4337.4,1733.5,14.508,1051.5,2481.125,1155.44,2841.8,112.95,93.091,3780.5,141.842,5525.5,21237,113.074,563.625,56.88,132.574,80.982
"4802",2005-06-16,1718.28,92.75,95.75390625,101.01,83.86,163.35,1.38032,86.359375,59.68,2054.7,81.78125,183.03,93.7723,602.35,5364.85,271.07,87.28125,118.973,3757.1,85.14,10.597,51.12,73.13,16125,101.831,126.71,966,14.38,1839.25,955.11,95.102,1309,4343.63,1746,14.509,1058.5625,2484.9375,1159.26,2845.6,111.92,93.164,3800.9,140.668,5566.2,21330,113.283,562.1875,57.23,131.293,81.012
"4803",2005-06-17,1719.39,92.81,95.734375,102.16,84.2,166.94,1.40079,86.3046875,62.11,2067.71,81.6875,183.95,93.802,605.24,5407.99,272.14,87.28125,119.411,3780.9,87.43,10.546,51.19,73.24,16205,101.836,130.19,978,14.664,1870.25,974.63,95.127,1317,4342.25,1777,14.673,1073.8125,2515.6875,1163.74,2868.3,113.7,92.05,3847.1,140.309,5593.5,21320,109.948,580.8125,57.54,132.078,81.522
"4804",2005-06-20,1716.62,92.81,95.7109375,101.07,83.95,165.22,1.38578,86.21875,63.35,2065.11,81.546875,183.31,93.8069,605.24,5389.33,271.32,87.03125,118.613,3776.1,88.73,10.499,51.09,73.12,16225,101.946,131.45,975,14.493,1932.3125,978.81,95.201,1313,4327,1791,14.568,1104.25,2604,1163.45,2851,115.57,92.891,3837.4,141.712,5577.2,21301,110.449,592.875,57.35,132.657,81.162
"4805",2005-06-21,1722.73,93.37,95.75,101.48,84.97,165.74,1.38896,86.3828125,63,2073.56,81.84375,183.99,93.7673,605.93,5400.99,272.64,87.59375,119.886,3781.6,88.42,10.484,51.27,73.49,15875,102.08,129.6,960,14.525,1906.9375,974.16,95.566,1292,4369.27,1772,14.63,1089,2573.25,1164.22,2867.3,116.94,92.555,3818.7,141.581,5610.9,21386,110.198,589.875,57.73,131.789,81.352
"4806",2005-06-22,1719.39,93.86,95.921875,101.05,86.06,164.91,1.38328,86.78125,62.7,2074.21,82.453125,183.24,93.8168,604.83,5418.48,273.53,88.46875,119.243,3797.6,88.08,10.436,51.27,74,15575,102.156,127.53,943,14.34,1904.125,956.04,95.798,1295,4361.65,1780,14.534,1076.125,2580.9375,1164.41,2875.4,114.01,92.975,3806.3,141.907,5618.8,21344,110.24,591.25,57.63,132.243,81.172
"4807",2005-06-23,1696.62,93.73,95.90625,100.33,85.81,164.7,1.37145,86.703125,62.5,2068.36,82.359375,182.46,93.9208,609.64,5396.33,273.75,88.40625,119.063,3808.7,87.2,10.457,50.46,73.99,14870,102.108,130.64,938.5,14.118,1888.625,977.88,95.724,1280,4354.03,1748,14.295,1062.0625,2548.3125,1148.1,2883.2,119.14,93.585,3793.8,142.038,5649.5,21339,111.115,582.25,57.12,132.202,81.202
"4808",2005-06-24,1678.85,93.9,96,100.74,86.16,165.8,1.37918,86.90625,64.76,2050.8,82.59375,183.33,93.9554,607.99,5340.36,271.96,88.84375,118.832,3779,88.27,10.467,50.46,74.18,14550,102.118,131.54,943,14.187,1911.125,974.16,95.798,1277,4310.37,1756,14.341,1091.375,2607.8125,1140.19,2856.4,121.92,93.249,3789.4,141.451,5589.7,21142,109.448,597.3125,56.76,132.037,81.272
"4809",2005-06-27,1672.74,94.02,96,101.25,86.46,166.32,1.38669,86.953125,60.72,2031.93,82.671875,183.9,93.995,607.58,5282.06,269.82,89.09375,118.677,3751.6,82.24,10.413,50.65,74.42,14550,102.161,133.66,942,14.24,1871.6875,992.29,95.898,1272,4295.13,1742,14.426,1038.625,2542.5625,1140.66,2826.9,123.02,92.818,3768.9,142.983,5560.1,20928,110.99,557.1875,56.96,133.194,81.342
"4810",2005-06-28,1684.96,93.72,95.890625,100.39,85.61,165.38,1.37691,86.703125,59.85,2064.46,82.3125,182.71,93.9752,602.08,5351.44,273,88.53125,118.008,3782.7,79.07,10.203,50.11,74.13,14650,102.099,128.88,939,14.141,1859,984.85,95.732,1237,4309.68,1721,14.341,1024.5625,2517.5625,1150.68,2850,119.88,93.396,3807.1,142.951,5607.1,21120,108.406,534.9375,56.47,132.409,81.362
"4811",2005-06-29,1678.85,93.6,95.84765625,100.19,85.14,166.27,1.37714,86.640625,60.77,2067.06,82.1875,181.62,93.9356,603.32,5355.52,274.28,88.28125,117.43,3797.6,80.25,10.147,49.93,74.21,14695,102.084,126.56,931,14.084,1877.3125,953.71,95.682,1250,4347.1,1738,14.412,1015.1875,2523.3125,1147.05,2875.8,122.49,93.532,3782.3,142.625,5643.1,21236,108.573,539.125,56.38,131.5,81.512
"4812",2005-06-30,1669.41,93.95,95.84765625,100.19,86.02,160.73,1.38009,86.765625,58.79,2080.07,82.328125,180.22,93.9307,601.25,5389.91,274.75,88.71875,116.954,3802.4,78.99,10.104,49.72,74.46,14590,102.156,125.27,880,14.105,1845.625,976.49,95.873,1230,4332.55,1719.5,14.437,998.3125,2471.1875,1140,2875.8,124.95,93.543,3798.3,142.722,5657.1,21284,109.24,522.8125,56.24,131.086,81.602
"4813",2005-07-01,1666.08,93.81,95.69140625,99.07,85.74,156.84,1.36395,86.40625,59.83,2091.77,81.8125,178.17,93.9851,589.84,5407.4,277.54,87.875,116.105,3834,80.21,9.847,48.81,74.27,14490,102.06,129.69,865,13.892,1860.75,1004.84,95.74,1198,4356.8,1688,14.315,1012.9375,2493.5,1144.29,2899.5,124.79,94.615,3810.7,143.864,5694.2,21403,110.532,538.75,55.57,131.128,80.692
"4815",2005-07-05,1681.07,93.37,95.6171875,98.39,85.22,160.62,1.35837,86.171875,62.7,2094.37,81.375,176.72,93.8812,583.1,5400.41,278.39,87.28125,116.015,3854.8,84.4,9.811,48.42,73.95,14275,101.869,131.38,857,13.926,1915.9375,1028.54,95.392,1191,4361.65,1705,14.221,1078.0625,2583,1152.87,2889,126.92,94.962,3824,144.418,5689.3,21438,113.366,570.1875,54.93,132.491,80.582
"4816",2005-07-06,1673.85,93.32,95.640625,98.51,85.09,162.86,1.35985,86.2734375,61.95,2101.53,81.5625,176.72,93.901,583.92,5406.82,278.89,87.59375,115.461,3885.2,82.46,9.932,48.17,73.84,14650,101.869,134.9,877,13.994,1892.5,1042.48,95.367,1226,4383.13,1737,14.203,1076.9375,2549.4375,1142.95,2907.7,122.24,94.878,3790.3,145.624,5702.1,21537,116.117,556.4375,54.81,133.277,80.922
"4817",2005-07-07,1679.96,93.64,95.7421875,98.82,85.38,163.44,1.36178,86.40625,62.2,2079.41,81.71875,175.56,93.8614,583.51,5340.36,274.25,87.84375,115.629,3829.5,81.66,9.975,48.17,74.3,14590,101.974,133.61,872.5,13.979,1902.125,1011.81,95.591,1208,4334.63,1732,14.265,1085.9375,2564.3125,1146.96,2865.2,124.21,94.825,3754.7,146.179,5589.7,21155,113.95,553.5,54.72,132.409,81.532
"4818",2005-07-08,1715.51,93.62,95.625,98.68,85.54,165.63,1.36326,86.171875,60.82,2109.99,81.3125,174.72,93.9109,582.96,5403.32,277.75,87.28125,115.474,3885.6,80.4,10.039,48.19,74.22,14775,101.898,131.18,880,13.952,1875.9375,1017.39,95.5,1226,4379.67,1784,14.314,1054.5,2514,1159.93,2920.6,123.41,94.773,3744,146.048,5680.6,21538,113.533,540.3125,54.92,131.169,82.102
